,ids,team
23899,South Korea1981-09-16Thailand,Thailand
23900,Iraq1981-09-18Japan,Iraq
23901,Iraq1981-09-18Japan,Japan
23902,Burkina Faso1981-09-20Algeria,Burkina Faso
23903,Burkina Faso1981-09-20Algeria,Algeria
23904,Venezuela1981-09-20Cuba,Venezuela
23905,Venezuela1981-09-20Cuba,Cuba
23906,Austria1981-09-23Spain,Austria
23907,Austria1981-09-23Spain,Spain
23908,Denmark1981-09-23Norway,Denmark
23909,Denmark1981-09-23Norway,Norway
23910,Germany1981-09-23Finland,Germany
23911,Germany1981-09-23Finland,Finland
23912,Greece1981-09-23Sweden,Greece
23913,Greece1981-09-23Sweden,Sweden
23914,Iceland1981-09-23Czechoslovakia,Iceland
23915,Iceland1981-09-23Czechoslovakia,Czechoslovakia
23916,Italy1981-09-23Bulgaria,Italy
23917,Italy1981-09-23Bulgaria,Bulgaria
23918,Portugal1981-09-23Poland,Portugal
23919,Portugal1981-09-23Poland,Poland
23920,Romania1981-09-23Hungary,Romania
23921,Romania1981-09-23Hungary,Hungary
23922,Russia1981-09-23Turkey,Russia
23923,Russia1981-09-23Turkey,Turkey
23924,China PR1981-09-24New Zealand,China PR
23925,China PR1981-09-24New Zealand,New Zealand
23926,Uganda1981-09-26Nigeria,Uganda
23927,Uganda1981-09-26Nigeria,Nigeria
23928,Morocco1981-09-27Tunisia,Morocco
23929,Morocco1981-09-27Tunisia,Tunisia
23930,Suriname1981-09-27Saint Vincent and the Grenadines,Suriname
23931,Suriname1981-09-27Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
23932,Botswana1981-09-30Zimbabwe,Botswana
23933,Botswana1981-09-30Zimbabwe,Zimbabwe
23934,Trinidad and Tobago1981-09-30Grenada,Trinidad and Tobago
23935,Trinidad and Tobago1981-09-30Grenada,Grenada
23936,Trinidad and Tobago1981-10-02Grenada,Trinidad and Tobago
23937,Trinidad and Tobago1981-10-02Grenada,Grenada
23938,New Zealand1981-10-03China PR,New Zealand
23939,New Zealand1981-10-03China PR,China PR
23940,Nigeria1981-10-03Liberia,Nigeria
23941,Nigeria1981-10-03Liberia,Liberia
23942,Ethiopia1981-10-04Guinea,Ethiopia
23943,Ethiopia1981-10-04Guinea,Guinea
23944,Turkey1981-10-07Russia,Turkey
23945,Turkey1981-10-07Russia,Russia
23946,German DR1981-10-10Poland,German DR
23947,German DR1981-10-10Poland,Poland
23948,New Zealand1981-10-10Kuwait,New Zealand
23949,New Zealand1981-10-10Kuwait,Kuwait
23950,Nigeria1981-10-10Algeria,Nigeria
23951,Nigeria1981-10-10Algeria,Algeria
23952,Romania1981-10-10Switzerland,Romania
23953,Romania1981-10-10Switzerland,Switzerland
23954,Trinidad and Tobago1981-10-12Canada,Trinidad and Tobago
23955,Trinidad and Tobago1981-10-12Canada,Canada
23956,Albania1981-10-14Bulgaria,Albania
23957,Albania1981-10-14Bulgaria,Bulgaria
23958,Austria1981-10-14Germany,Austria
23959,Austria1981-10-14Germany,Germany
23960,Greece1981-10-14Denmark,Greece
23961,Greece1981-10-14Denmark,Denmark
23962,Hungary1981-10-14Switzerland,Hungary
23963,Hungary1981-10-14Switzerland,Switzerland
23964,Republic of Ireland1981-10-14France,Republic of Ireland
23965,Republic of Ireland1981-10-14France,France
23966,Netherlands1981-10-14Belgium,Netherlands
23967,Netherlands1981-10-14Belgium,Belgium
23968,Northern Ireland1981-10-14Scotland,Northern Ireland
23969,Northern Ireland1981-10-14Scotland,Scotland
23970,Portugal1981-10-14Sweden,Portugal
23971,Portugal1981-10-14Sweden,Sweden
23972,Spain1981-10-14Luxembourg,Spain
23973,Spain1981-10-14Luxembourg,Luxembourg
23974,Wales1981-10-14Iceland,Wales
23975,Wales1981-10-14Iceland,Iceland
23976,Saudi Arabia1981-10-17South Korea,Saudi Arabia
23977,Saudi Arabia1981-10-17South Korea,South Korea
23978,Yugoslavia1981-10-17Italy,Yugoslavia
23979,Yugoslavia1981-10-17Italy,Italy
23980,China PR1981-10-18Kuwait,China PR
23981,China PR1981-10-18Kuwait,Kuwait
23982,Puerto Rico1981-10-19Guadeloupe,Puerto Rico
23983,Puerto Rico1981-10-19Guadeloupe,Guadeloupe
23984,Saint Vincent and the Grenadines1981-10-19Trinidad and Tobago,Saint Vincent and the Grenadines
23985,Saint Vincent and the Grenadines1981-10-19Trinidad and Tobago,Trinidad and Tobago
23986,Guadeloupe1981-10-21Trinidad and Tobago,Guadeloupe
23987,Guadeloupe1981-10-21Trinidad and Tobago,Trinidad and Tobago
23988,Puerto Rico1981-10-21Saint Vincent and the Grenadines,Puerto Rico
23989,Puerto Rico1981-10-21Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
23990,Guadeloupe1981-10-24Saint Vincent and the Grenadines,Guadeloupe
23991,Guadeloupe1981-10-24Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
23992,Tunisia1981-10-24Malta,Tunisia
23993,Tunisia1981-10-24Malta,Malta
23994,United Arab Emirates1981-10-26India,United Arab Emirates
23995,United Arab Emirates1981-10-26India,India
23996,Argentina1981-10-28Poland,Argentina
23997,Argentina1981-10-28Poland,Poland
23998,Brazil1981-10-28Bulgaria,Brazil
23999,Brazil1981-10-28Bulgaria,Bulgaria
24000,Israel1981-10-28Portugal,Israel
24001,Israel1981-10-28Portugal,Portugal
24002,Russia1981-10-28Czechoslovakia,Russia
24003,Russia1981-10-28Czechoslovakia,Czechoslovakia
24004,Saudi Arabia1981-10-28Sweden,Saudi Arabia
24005,Saudi Arabia1981-10-28Sweden,Sweden
24006,United Arab Emirates1981-10-28India,United Arab Emirates
24007,United Arab Emirates1981-10-28India,India
24008,Algeria1981-10-30Nigeria,Algeria
24009,Algeria1981-10-30Nigeria,Nigeria
24010,Burundi1981-10-31Tanzania,Burundi
24011,Burundi1981-10-31Tanzania,Tanzania
24012,Hungary1981-10-31Norway,Hungary
24013,Hungary1981-10-31Norway,Norway
24014,Mexico1981-11-01Cuba,Mexico
24015,Mexico1981-11-01Cuba,Cuba
24016,Senegal1981-11-01Morocco,Senegal
24017,Senegal1981-11-01Morocco,Morocco
24018,Burundi1981-11-02Tanzania,Burundi
24019,Burundi1981-11-02Tanzania,Tanzania
24020,Canada1981-11-02El Salvador,Canada
24021,Canada1981-11-02El Salvador,El Salvador
24022,Honduras1981-11-03Haiti,Honduras
24023,Honduras1981-11-03Haiti,Haiti
24024,Saudi Arabia1981-11-04Kuwait,Saudi Arabia
24025,Saudi Arabia1981-11-04Kuwait,Kuwait
24026,Trinidad and Tobago1981-11-04Barbados,Trinidad and Tobago
24027,Trinidad and Tobago1981-11-04Barbados,Barbados
24028,Canada1981-11-06Haiti,Canada
24029,Canada1981-11-06Haiti,Haiti
24030,Mexico1981-11-06El Salvador,Mexico
24031,Mexico1981-11-06El Salvador,El Salvador
24032,Trinidad and Tobago1981-11-06Barbados,Trinidad and Tobago
24033,Trinidad and Tobago1981-11-06Barbados,Barbados
24034,Honduras1981-11-08Cuba,Honduras
24035,Honduras1981-11-08Cuba,Cuba
24036,Tunisia1981-11-08Cameroon,Tunisia
24037,Tunisia1981-11-08Cameroon,Cameroon
24038,Thailand1981-11-09Singapore,Thailand
24039,Thailand1981-11-09Singapore,Singapore
24040,Argentina1981-11-11Czechoslovakia,Argentina
24041,Argentina1981-11-11Czechoslovakia,Czechoslovakia
24042,Bulgaria1981-11-11Austria,Bulgaria
24043,Bulgaria1981-11-11Austria,Austria
24044,Cuba1981-11-11El Salvador,Cuba
24045,Cuba1981-11-11El Salvador,El Salvador
24046,German DR1981-11-11Malta,German DR
24047,German DR1981-11-11Malta,Malta
24048,Haiti1981-11-11Mexico,Haiti
24049,Haiti1981-11-11Mexico,Mexico
24050,Malaysia1981-11-11Singapore,Malaysia
24051,Malaysia1981-11-11Singapore,Singapore
24052,Switzerland1981-11-11Romania,Switzerland
24053,Switzerland1981-11-11Romania,Romania
24054,Thailand1981-11-11Pakistan,Thailand
24055,Thailand1981-11-11Pakistan,Pakistan
24056,Honduras1981-11-12Canada,Honduras
24057,Honduras1981-11-12Canada,Canada
24058,Saudi Arabia1981-11-12China PR,Saudi Arabia
24059,Saudi Arabia1981-11-12China PR,China PR
24060,Malaysia1981-11-13Pakistan,Malaysia
24061,Malaysia1981-11-13Pakistan,Pakistan
24062,Italy1981-11-14Greece,Italy
24063,Italy1981-11-14Greece,Greece
24064,Kenya1981-11-14Malawi,Kenya
24065,Kenya1981-11-14Malawi,Malawi
24066,Haiti1981-11-15Cuba,Haiti
24067,Haiti1981-11-15Cuba,Cuba
24068,Mexico1981-11-15Canada,Mexico
24069,Mexico1981-11-15Canada,Canada
24070,Morocco1981-11-15Cameroon,Morocco
24071,Morocco1981-11-15Cameroon,Cameroon
24072,Poland1981-11-15Malta,Poland
24073,Poland1981-11-15Malta,Malta
24074,Sudan1981-11-15Uganda,Sudan
24075,Sudan1981-11-15Uganda,Uganda
24076,Tanzania1981-11-15Zanzibar,Tanzania
24077,Tanzania1981-11-15Zanzibar,Zanzibar
24078,Thailand1981-11-15Malaysia,Thailand
24079,Thailand1981-11-15Malaysia,Malaysia
24080,Honduras1981-11-16El Salvador,Honduras
24081,Honduras1981-11-16El Salvador,El Salvador
24082,Kenya1981-11-17Zanzibar,Kenya
24083,Kenya1981-11-17Zanzibar,Zanzibar
24084,Pakistan1981-11-17Singapore,Pakistan
24085,Pakistan1981-11-17Singapore,Singapore
24086,Sudan1981-11-17Zimbabwe,Sudan
24087,Sudan1981-11-17Zimbabwe,Zimbabwe
24088,Tanzania1981-11-17Malawi,Tanzania
24089,Tanzania1981-11-17Malawi,Malawi
24090,Uganda1981-11-17Zambia,Uganda
24091,Uganda1981-11-17Zambia,Zambia
24092,England1981-11-18Hungary,England
24093,England1981-11-18Hungary,Hungary
24094,France1981-11-18Netherlands,France
24095,France1981-11-18Netherlands,Netherlands
24096,Germany1981-11-18Albania,Germany
24097,Germany1981-11-18Albania,Albania
24098,Northern Ireland1981-11-18Israel,Northern Ireland
24099,Northern Ireland1981-11-18Israel,Israel
24100,Poland1981-11-18Spain,Poland
24101,Poland1981-11-18Spain,Spain
24102,Portugal1981-11-18Scotland,Portugal
24103,Portugal1981-11-18Scotland,Scotland
24104,Russia1981-11-18Wales,Russia
24105,Russia1981-11-18Wales,Wales
24106,China PR1981-11-19Saudi Arabia,China PR
24107,China PR1981-11-19Saudi Arabia,Saudi Arabia
24108,El Salvador1981-11-19Haiti,El Salvador
24109,El Salvador1981-11-19Haiti,Haiti
24110,Zambia1981-11-19Zimbabwe,Zambia
24111,Zambia1981-11-19Zimbabwe,Zimbabwe
24112,Malawi1981-11-20Zanzibar,Malawi
24113,Malawi1981-11-20Zanzibar,Zanzibar
24114,Tanzania1981-11-20Kenya,Tanzania
24115,Tanzania1981-11-20Kenya,Kenya
24116,Cuba1981-11-21Canada,Cuba
24117,Cuba1981-11-21Canada,Canada
24118,Sudan1981-11-21Zambia,Sudan
24119,Sudan1981-11-21Zambia,Zambia
24120,Yugoslavia1981-11-21Luxembourg,Yugoslavia
24121,Yugoslavia1981-11-21Luxembourg,Luxembourg
24122,Germany1981-11-22Bulgaria,Germany
24123,Germany1981-11-22Bulgaria,Bulgaria
24124,Honduras1981-11-22Mexico,Honduras
24125,Honduras1981-11-22Mexico,Mexico
24126,Kenya1981-11-24Uganda,Kenya
24127,Kenya1981-11-24Uganda,Uganda
24128,Tanzania1981-11-24Zambia,Tanzania
24129,Tanzania1981-11-24Zambia,Zambia
24130,Uganda1981-11-27Zambia,Uganda
24131,Uganda1981-11-27Zambia,Zambia
24132,New Zealand1981-11-28Saudi Arabia,New Zealand
24133,New Zealand1981-11-28Saudi Arabia,Saudi Arabia
24134,Tanzania1981-11-28Kenya,Tanzania
24135,Tanzania1981-11-28Kenya,Kenya
24136,Cameroon1981-11-29Morocco,Cameroon
24137,Cameroon1981-11-29Morocco,Morocco
24138,Czechoslovakia1981-11-29Russia,Czechoslovakia
24139,Czechoslovakia1981-11-29Russia,Russia
24140,Greece1981-11-29Yugoslavia,Greece
24141,Greece1981-11-29Yugoslavia,Yugoslavia
24142,Kuwait1981-11-30China PR,Kuwait
24143,Kuwait1981-11-30China PR,China PR
24144,France1981-12-05Cyprus,France
24145,France1981-12-05Cyprus,Cyprus
24146,Italy1981-12-05Luxembourg,Italy
24147,Italy1981-12-05Luxembourg,Luxembourg
24148,Kuwait1981-12-07Saudi Arabia,Kuwait
24149,Kuwait1981-12-07Saudi Arabia,Saudi Arabia
24150,Kuwait1981-12-14New Zealand,Kuwait
24151,Kuwait1981-12-14New Zealand,New Zealand
24152,Bulgaria1981-12-16Portugal,Bulgaria
24153,Bulgaria1981-12-16Portugal,Portugal
24154,Spain1981-12-16Belgium,Spain
24155,Spain1981-12-16Belgium,Belgium
24156,Saudi Arabia1981-12-19New Zealand,Saudi Arabia
24157,Saudi Arabia1981-12-19New Zealand,New Zealand
24158,United Arab Emirates1981-12-29Tunisia,United Arab Emirates
24159,United Arab Emirates1981-12-29Tunisia,Tunisia
24160,China PR1982-01-10New Zealand,China PR
24161,China PR1982-01-10New Zealand,New Zealand
24162,Cameroon1982-01-17Congo,Cameroon
24163,Cameroon1982-01-17Congo,Congo
24164,Ethiopia1982-01-17Tanzania,Ethiopia
24165,Ethiopia1982-01-17Tanzania,Tanzania
24166,Singapore1982-01-17Bahrain,Singapore
24167,Singapore1982-01-17Bahrain,Bahrain
24168,Ethiopia1982-01-19Tanzania,Ethiopia
24169,Ethiopia1982-01-19Tanzania,Tanzania
24170,Greece1982-01-20Portugal,Greece
24171,Greece1982-01-20Portugal,Portugal
24172,Benin1982-01-24Mali,Benin
24173,Benin1982-01-24Mali,Mali
24174,Burkina Faso1982-01-24Senegal,Burkina Faso
24175,Burkina Faso1982-01-24Senegal,Senegal
24176,Brazil1982-01-26German DR,Brazil
24177,Brazil1982-01-26German DR,German DR
24178,Senegal1982-01-31Benin,Senegal
24179,Senegal1982-01-31Benin,Benin
24180,Libya1982-02-05Guinea,Libya
24181,Libya1982-02-05Guinea,Guinea
24182,Mali1982-02-06Niger,Mali
24183,Mali1982-02-06Niger,Niger
24184,Tunisia1982-02-07Algeria,Tunisia
24185,Tunisia1982-02-07Algeria,Algeria
24186,Greece1982-02-10German DR,Greece
24187,Greece1982-02-10German DR,German DR
24188,Cape Verde1982-02-11Gambia,Cape Verde
24189,Cape Verde1982-02-11Gambia,Gambia
24190,Guinea1982-02-11Senegal,Guinea
24191,Guinea1982-02-11Senegal,Senegal
24192,Guinea-Bissau1982-02-11Sierra Leone,Guinea-Bissau
24193,Guinea-Bissau1982-02-11Sierra Leone,Sierra Leone
24194,Mali1982-02-11Mauritania,Mali
24195,Mali1982-02-11Mauritania,Mauritania
24196,New Zealand1982-02-11Hungary,New Zealand
24197,New Zealand1982-02-11Hungary,Hungary
24198,Benin1982-02-13Ghana,Benin
24199,Benin1982-02-13Ghana,Ghana
24200,Cape Verde1982-02-13Mali,Cape Verde
24201,Cape Verde1982-02-13Mali,Mali
24202,Gambia1982-02-13Mauritania,Gambia
24203,Gambia1982-02-13Mauritania,Mauritania
24204,Guinea1982-02-13Sierra Leone,Guinea
24205,Guinea1982-02-13Sierra Leone,Sierra Leone
24206,Guinea-Bissau1982-02-13Senegal,Guinea-Bissau
24207,Guinea-Bissau1982-02-13Senegal,Senegal
24208,Liberia1982-02-13Togo,Liberia
24209,Liberia1982-02-13Togo,Togo
24210,Ethiopia1982-02-14Uganda,Ethiopia
24211,Ethiopia1982-02-14Uganda,Uganda
24212,New Zealand1982-02-14Hungary,New Zealand
24213,New Zealand1982-02-14Hungary,Hungary
24214,Benin1982-02-15Niger,Benin
24215,Benin1982-02-15Niger,Niger
24216,Cape Verde1982-02-15Mauritania,Cape Verde
24217,Cape Verde1982-02-15Mauritania,Mauritania
24218,Gambia1982-02-15Mali,Gambia
24219,Gambia1982-02-15Mali,Mali
24220,Ghana1982-02-15Ivory Coast,Ghana
24221,Ghana1982-02-15Ivory Coast,Ivory Coast
24222,Guinea-Bissau1982-02-15Guinea,Guinea-Bissau
24223,Guinea-Bissau1982-02-15Guinea,Guinea
24224,Liberia1982-02-15Burkina Faso,Liberia
24225,Liberia1982-02-15Burkina Faso,Burkina Faso
24226,Senegal1982-02-15Sierra Leone,Senegal
24227,Senegal1982-02-15Sierra Leone,Sierra Leone
24228,Bangladesh1982-02-16Nepal,Bangladesh
24229,Bangladesh1982-02-16Nepal,Nepal
24230,India1982-02-16China PR,India
24231,India1982-02-16China PR,China PR
24232,Benin1982-02-17Ivory Coast,Benin
24233,Benin1982-02-17Ivory Coast,Ivory Coast
24234,Cape Verde1982-02-17Guinea,Cape Verde
24235,Cape Verde1982-02-17Guinea,Guinea
24236,Germany1982-02-17Portugal,Germany
24237,Germany1982-02-17Portugal,Portugal
24238,Ghana1982-02-17Niger,Ghana
24239,Ghana1982-02-17Niger,Niger
24240,Mali1982-02-17Senegal,Mali
24241,Mali1982-02-17Senegal,Senegal
24242,Nepal1982-02-17Oman,Nepal
24243,Nepal1982-02-17Oman,Oman
24244,Togo1982-02-17Burkina Faso,Togo
24245,Togo1982-02-17Burkina Faso,Burkina Faso
24246,Ethiopia1982-02-18Uganda,Ethiopia
24247,Ethiopia1982-02-18Uganda,Uganda
24248,India1982-02-18South Korea,India
24249,India1982-02-18South Korea,South Korea
24250,Zambia1982-02-18Botswana,Zambia
24251,Zambia1982-02-18Botswana,Botswana
24252,Bangladesh1982-02-19Oman,Bangladesh
24253,Bangladesh1982-02-19Oman,Oman
24254,Cape Verde1982-02-19Mali,Cape Verde
24255,Cape Verde1982-02-19Mali,Mali
24256,Ghana1982-02-19Burkina Faso,Ghana
24257,Ghana1982-02-19Burkina Faso,Burkina Faso
24258,Guinea1982-02-19Senegal,Guinea
24259,Guinea1982-02-19Senegal,Senegal
24260,Ivory Coast1982-02-19Niger,Ivory Coast
24261,Ivory Coast1982-02-19Niger,Niger
24262,Libya1982-02-19Qatar,Libya
24263,Libya1982-02-19Qatar,Qatar
24264,Finland1982-02-20Sweden,Finland
24265,Finland1982-02-20Sweden,Sweden
24266,South Korea1982-02-20Uruguay,South Korea
24267,South Korea1982-02-20Uruguay,Uruguay
24268,Finland1982-02-21Sweden,Finland
24269,Finland1982-02-21Sweden,Sweden
24270,Ivory Coast1982-02-21Togo,Ivory Coast
24271,Ivory Coast1982-02-21Togo,Togo
24272,China PR1982-02-22Uruguay,China PR
24273,China PR1982-02-22Uruguay,Uruguay
24274,Ivory Coast1982-02-22Burkina Faso,Ivory Coast
24275,Ivory Coast1982-02-22Burkina Faso,Burkina Faso
24276,England1982-02-23Northern Ireland,England
24277,England1982-02-23Northern Ireland,Northern Ireland
24278,France1982-02-23Italy,France
24279,France1982-02-23Italy,Italy
24280,Ghana1982-02-23Togo,Ghana
24281,Ghana1982-02-23Togo,Togo
24282,Spain1982-02-24Scotland,Spain
24283,Spain1982-02-24Scotland,Scotland
24284,India1982-02-25Uruguay,India
24285,India1982-02-25Uruguay,Uruguay
24286,China PR1982-03-01South Korea,China PR
24287,China PR1982-03-01South Korea,South Korea
24288,United Arab Emirates1982-03-01Honduras,United Arab Emirates
24289,United Arab Emirates1982-03-01Honduras,Honduras
24290,Iraq1982-03-02German DR,Iraq
24291,Iraq1982-03-02German DR,German DR
24292,Brazil1982-03-03Czechoslovakia,Brazil
24293,Brazil1982-03-03Czechoslovakia,Czechoslovakia
24294,United Arab Emirates1982-03-03Honduras,United Arab Emirates
24295,United Arab Emirates1982-03-03Honduras,Honduras
24296,China PR1982-03-04Uruguay,China PR
24297,China PR1982-03-04Uruguay,Uruguay
24298,Cameroon1982-03-05Tunisia,Cameroon
24299,Cameroon1982-03-05Tunisia,Tunisia
24300,Libya1982-03-05Ghana,Libya
24301,Libya1982-03-05Ghana,Ghana
24302,Iran1982-03-06North Korea,Iran
24303,Iran1982-03-06North Korea,North Korea
24304,Algeria1982-03-07Zambia,Algeria
24305,Algeria1982-03-07Zambia,Zambia
24306,Ethiopia1982-03-07Nigeria,Ethiopia
24307,Ethiopia1982-03-07Nigeria,Nigeria
24308,Iraq1982-03-07South Korea,Iraq
24309,Iraq1982-03-07South Korea,South Korea
24310,Argentina1982-03-09Czechoslovakia,Argentina
24311,Argentina1982-03-09Czechoslovakia,Czechoslovakia
24312,Cameroon1982-03-09Ghana,Cameroon
24313,Cameroon1982-03-09Ghana,Ghana
24314,Libya1982-03-09Tunisia,Libya
24315,Libya1982-03-09Tunisia,Tunisia
24316,Liechtenstein1982-03-09Switzerland,Liechtenstein
24317,Liechtenstein1982-03-09Switzerland,Switzerland
24318,Algeria1982-03-10Nigeria,Algeria
24319,Algeria1982-03-10Nigeria,Nigeria
24320,Ethiopia1982-03-10Zambia,Ethiopia
24321,Ethiopia1982-03-10Zambia,Zambia
24322,Greece1982-03-10Russia,Greece
24323,Greece1982-03-10Russia,Russia
24324,Iraq1982-03-10South Korea,Iraq
24325,Iraq1982-03-10South Korea,South Korea
24326,United Arab Emirates1982-03-10Singapore,United Arab Emirates
24327,United Arab Emirates1982-03-10Singapore,Singapore
24328,Ghana1982-03-12Tunisia,Ghana
24329,Ghana1982-03-12Tunisia,Tunisia
24330,Libya1982-03-12Cameroon,Libya
24331,Libya1982-03-12Cameroon,Cameroon
24332,United Arab Emirates1982-03-12Singapore,United Arab Emirates
24333,United Arab Emirates1982-03-12Singapore,Singapore
24334,Algeria1982-03-13Ethiopia,Algeria
24335,Algeria1982-03-13Ethiopia,Ethiopia
24336,Nigeria1982-03-13Zambia,Nigeria
24337,Nigeria1982-03-13Zambia,Zambia
24338,Kuwait1982-03-14Iceland,Kuwait
24339,Kuwait1982-03-14Iceland,Iceland
24340,Algeria1982-03-16Ghana,Algeria
24341,Algeria1982-03-16Ghana,Ghana
24342,Libya1982-03-16Zambia,Libya
24343,Libya1982-03-16Zambia,Zambia
24344,Algeria1982-03-18Zambia,Algeria
24345,Algeria1982-03-18Zambia,Zambia
24346,Libya1982-03-19Ghana,Libya
24347,Libya1982-03-19Ghana,Ghana
24348,United Arab Emirates1982-03-19Qatar,United Arab Emirates
24349,United Arab Emirates1982-03-19Qatar,Qatar
24350,Bahrain1982-03-20Kuwait,Bahrain
24351,Bahrain1982-03-20Kuwait,Kuwait
24352,Brazil1982-03-21Germany,Brazil
24353,Brazil1982-03-21Germany,Germany
24354,South Korea1982-03-21Japan,South Korea
24355,South Korea1982-03-21Japan,Japan
24356,Trinidad and Tobago1982-03-21United States,Trinidad and Tobago
24357,Trinidad and Tobago1982-03-21United States,United States
24358,United Arab Emirates1982-03-21Saudi Arabia,United Arab Emirates
24359,United Arab Emirates1982-03-21Saudi Arabia,Saudi Arabia
24360,Oman1982-03-22Qatar,Oman
24361,Oman1982-03-22Qatar,Qatar
24362,Chile1982-03-23Peru,Chile
24363,Chile1982-03-23Peru,Peru
24364,Scotland1982-03-23Netherlands,Scotland
24365,Scotland1982-03-23Netherlands,Netherlands
24366,Argentina1982-03-24Germany,Argentina
24367,Argentina1982-03-24Germany,Germany
24368,Belgium1982-03-24Romania,Belgium
24369,Belgium1982-03-24Romania,Romania
24370,Czechoslovakia1982-03-24Greece,Czechoslovakia
24371,Czechoslovakia1982-03-24Greece,Greece
24372,France1982-03-24Northern Ireland,France
24373,France1982-03-24Northern Ireland,Northern Ireland
24374,Hungary1982-03-24Austria,Hungary
24375,Hungary1982-03-24Austria,Austria
24376,Spain1982-03-24Wales,Spain
24377,Spain1982-03-24Wales,Wales
24378,Switzerland1982-03-24Portugal,Switzerland
24379,Switzerland1982-03-24Portugal,Portugal
24380,United Arab Emirates1982-03-24Kuwait,United Arab Emirates
24381,United Arab Emirates1982-03-24Kuwait,Kuwait
24382,Bahrain1982-03-25Oman,Bahrain
24383,Bahrain1982-03-25Oman,Oman
24384,Saudi Arabia1982-03-26Kuwait,Saudi Arabia
24385,Saudi Arabia1982-03-26Kuwait,Kuwait
24386,United Arab Emirates1982-03-27Bahrain,United Arab Emirates
24387,United Arab Emirates1982-03-27Bahrain,Bahrain
24388,Kuwait1982-03-29Oman,Kuwait
24389,Kuwait1982-03-29Oman,Oman
24390,Saudi Arabia1982-03-29Qatar,Saudi Arabia
24391,Saudi Arabia1982-03-29Qatar,Qatar
24392,Peru1982-03-30Chile,Peru
24393,Peru1982-03-30Chile,Chile
24394,Bahrain1982-03-31Qatar,Bahrain
24395,Bahrain1982-03-31Qatar,Qatar
